id,release_date,title,production_budget,domestic_gross,worldwide_gross,original_language,popularity,vote_average,vote_count,profit,roi
95,2004-07-23,Catwoman,100000000.0,40202379.0,82145379.0,en,15,6.7,4267,-17854621.0,-0.17854621
95,2014-03-21,Divergent,85000000.0,150947895.0,276014965.0,en,15,6.7,4267,191014965.0,2.247234882352941
95,1996-12-06,Daylight,80000000.0,32908290.0,158908290.0,en,15,6.7,4267,78908290.0,0.986353625
95,2009-12-23,Alvin and the Chipmunks: The Squeakquel,70000000.0,219614612.0,443483213.0,en,15,6.7,4267,373483213.0,5.335474471428571
95,2003-12-19,Mona Lisa Smile,65000000.0,63803100.0,141205169.0,en,15,6.7,4267,76205169.0,1.1723872153846153
95,2017-08-04,The Dark Tower,60000000.0,50701325.0,113461527.0,en,15,6.7,4267,53461527.0,0.89102545
95,2017-11-10,Murder on the Orient Express,55000000.0,102826543.0,345922730.0,en,15,6.7,4267,290922730.0,5.289504181818182
95,2000-03-17,Erin Brockovich,50000000.0,125548685.0,257805243.0,en,15,6.7,4267,207805243.0,4.15610486
95,1995-10-13,Jade,50000000.0,9812870.0,9812870.0,en,15,6.7,4267,-40187130.0,-0.8037426
95,2004-09-10,Cellular,45000000.0,32003620.0,61475984.0,en,15,6.7,4267,16475984.0,0.36613297777777776
95,2016-01-15,Ride Along 2,40000000.0,90862685.0,124827316.0,en,15,6.7,4267,84827316.0,2.1206829
95,2004-01-16,Torque,40000000.0,21176322.0,46176322.0,en,15,6.7,4267,6176322.0,0.15440805
95,2008-09-12,Burn After Reading,37000000.0,60355347.0,168167798.0,en,15,6.7,4267,131167798.0,3.5450756216216215
95,1990-11-21,Predator 2,35000000.0,28317513.0,54768418.0,en,15,6.7,4267,19768418.0,0.5648119428571429
95,2010-08-27,Takers,32000000.0,57744720.0,70587268.0,en,15,6.7,4267,38587268.0,1.205852125
95,2002-07-03,Like Mike,30000000.0,51432423.0,62432423.0,en,15,6.7,4267,32432423.0,1.0810807666666666
95,2005-08-17,Supercross,30000000.0,3102550.0,3252550.0,en,15,6.7,4267,-26747450.0,-0.8915816666666667
95,1980-06-20,The Blues Brothers,27000000.0,57229890.0,57229890.0,en,15,6.7,4267,30229890.0,1.1196255555555557
95,2012-01-27,The Grey,25000000.0,51580136.0,81249176.0,en,15,6.7,4267,56249176.0,2.24996704
95,2018-10-12,Beautiful Boy,25000000.0,7634767.0,13031424.0,en,15,6.7,4267,-11968576.0,-0.47874304
95,2009-09-25,Coco avant Chanel,23000000.0,6113834.0,50813834.0,en,15,6.7,4267,27813834.0,1.2092971304347826
95,2017-11-17,Wonder,20000000.0,132422809.0,304604712.0,en,15,6.7,4267,284604712.0,14.2302356
95,2004-08-13,Yu-Gi-Oh,20000000.0,19762690.0,28762690.0,en,15,6.7,4267,8762690.0,0.4381345
95,2017-04-28,JÃ¬yÃ¬ dÃ shÄ«,20000000.0,587470.0,43888531.0,en,15,6.7,4267,23888531.0,1.19442655
95,2015-08-07,Ricki and the Flash,18000000.0,26839498.0,41166033.0,en,15,6.7,4267,23166033.0,1.2870018333333333
95,2006-03-24,Larry the Cable Guy: Health Inspector,17000000.0,15680099.0,15680099.0,en,15,6.7,4267,-1319901.0,-0.07764123529411765
95,1982-12-17,Tootsie,15000000.0,177200000.0,177200000.0,en,15,6.7,4267,162200000.0,10.813333333333333
95,1998-04-03,Barney's Great Adventure,15000000.0,11156471.0,11156471.0,en,15,6.7,4267,-3843529.0,-0.2562352666666667
95,2010-03-12,Our Family Wedding,14000000.0,20255281.0,21410546.0,en,15,6.7,4267,7410546.0,0.5293247142857143
95,2018-12-07,Ben is Back,13000000.0,3703182.0,9633111.0,en,15,6.7,4267,-3366889.0,-0.25899146153846153
95,2013-11-01,About Time,12000000.0,15323921.0,89309178.0,en,15,6.7,4267,77309178.0,6.4424315
95,2002-04-12,Frailty,11000000.0,13110448.0,19947280.0,en,15,6.7,4267,8947280.0,0.813389090909091
95,1998-06-12,Can't Hardly Wait,10000000.0,25358996.0,25358996.0,en,15,6.7,4267,15358996.0,1.5358996
95,2007-10-19,The Ten Commandments,10000000.0,952820.0,1051907.0,en,15,6.7,4267,-8948093.0,-0.8948093
95,2000-09-08,The Way of the Gun,9000000.0,6047856.0,13061935.0,en,15,6.7,4267,4061935.0,0.4513261111111111
95,2006-08-04,"Bon Cop, Bad Cop",8000000.0,12671300.0,12740705.0,en,15,6.7,4267,4740705.0,0.592588125
95,2000-01-12,My Dog Skip,7000000.0,34099640.0,35795319.0,en,15,6.7,4267,28795319.0,4.113617
95,2017-10-20,Same Kind of Different as Me,6500000.0,6423605.0,6423605.0,en,15,6.7,4267,-76395.0,-0.011753076923076923
95,2011-05-10,The Hit List,6000000.0,0.0,0.0,en,15,6.7,4267,-6000000.0,-1.0
95,2018-03-23,"Paul, Apostle of Christ",5000000.0,17547999.0,25529498.0,en,15,6.7,4267,20529498.0,4.1058996
95,2011-12-31,We Have Your Husband,5000000.0,0.0,0.0,en,15,6.7,4267,-5000000.0,-1.0
95,2000-08-04,Saving Grace,4000000.0,12178602.0,27786849.0,en,15,6.7,4267,23786849.0,5.94671225
95,2018-02-02,Winchester,3500000.0,25091816.0,44378040.0,en,15,6.7,4267,40878040.0,11.67944
95,1998-11-04,Belly,3000000.0,9639390.0,9639390.0,en,15,6.7,4267,6639390.0,2.21313
95,2015-12-31,Sardaar Ji,2700000.0,0.0,8200000.0,en,15,6.7,4267,5500000.0,2.037037037037037
95,2018-07-13,Eighth Grade,2000000.0,13539710.0,14341016.0,en,15,6.7,4267,12341016.0,6.170508
95,2008-09-23,Slacker Uprising,2000000.0,0.0,0.0,en,15,6.7,4267,-2000000.0,-1.0
95,2007-09-07,Hatchet,1500000.0,175281.0,240396.0,en,15,6.7,4267,-1259604.0,-0.839736
95,2005-02-11,Ong-Bak,1100000.0,4563167.0,24062965.0,en,15,6.7,4267,22962965.0,20.875422727272728
95,1999-03-19,Sparkler,1000000.0,5494.0,5494.0,en,15,6.7,4267,-994506.0,-0.994506
95,2010-01-26,B-Girl,700000.0,0.0,1160.0,en,15,6.7,4267,-698840.0,-0.9983428571428571
95,2006-03-31,Brick,450000.0,2075743.0,4243996.0,en,15,6.7,4267,3793996.0,8.431102222222222
95,2009-11-10,Ink,250000.0,0.0,0.0,en,15,6.7,4267,-250000.0,-1.0
95,2015-03-17,Closure,100000.0,0.0,0.0,en,15,6.7,4267,-100000.0,-1.0
97,2016-04-15,The Jungle Book,175000000.0,364001123.0,962854547.0,en,12,6.6,1100,787854547.0,4.502025982857143
97,2012-06-08,Madagascar 3: Europe's Most Wanted,145000000.0,216391482.0,746921271.0,en,12,6.6,1100,601921271.0,4.151181179310345
97,2004-06-11,The Chronicles of Riddick,120000000.0,57712751.0,107212751.0,en,12,6.6,1100,-12787249.0,-0.10656040833333333
97,2002-11-27,Treasure Planet,100000000.0,38120554.0,91800000.0,en,12,6.6,1100,-8200000.0,-0.082
97,2019-04-05,Shazam!,85000000.0,139606856.0,362899733.0,en,12,6.6,1100,277899733.0,3.269408623529412
97,2014-02-21,Pompeii,80000000.0,23169033.0,108469033.0,en,12,6.6,1100,28469033.0,0.3558629125
97,1999-07-30,Runaway Bride,70000000.0,152257509.0,310138178.0,en,12,6.6,1100,240138178.0,3.4305454
97,1999-07-16,Eyes Wide Shut,65000000.0,55691208.0,104267443.0,en,12,6.6,1100,39267443.0,0.6041145076923077
97,2014-01-17,Jack Ryan: Shadow Recruit,60000000.0,50577412.0,131377412.0,en,12,6.6,1100,71377412.0,1.1896235333333334
97,2018-02-09,Fifty Shades Freed,55000000.0,100407760.0,371350619.0,en,12,6.6,1100,316350619.0,5.751829436363637
97,2018-02-09,Peter Rabbit,50000000.0,115234093.0,347136477.0,en,12,6.6,1100,297136477.0,5.94272954
97,2002-03-29,Death to Smoochy,50000000.0,8355815.0,8374062.0,en,12,6.6,1100,-41625938.0,-0.83251876
97,2003-07-18,Johnny English,45000000.0,28013509.0,163126676.0,en,12,6.6,1100,118126676.0,2.6250372444444445
97,2015-03-27,Get Hard,40000000.0,90411453.0,106511453.0,en,12,6.6,1100,66511453.0,1.662786325
97,1995-09-22,Showgirls,40000000.0,20350754.0,37750754.0,en,12,6.6,1100,-2249246.0,-0.05623115
97,2008-04-04,Nim's Island,37000000.0,48006762.0,101857425.0,en,12,6.6,1100,64857425.0,1.7529033783783783
97,1980-12-05,Flash Gordon,35000000.0,27107960.0,27107960.0,en,12,6.6,1100,-7892040.0,-0.22548685714285716
97,1999-09-10,Stigmata,32000000.0,50041732.0,89441732.0,en,12,6.6,1100,57441732.0,1.795054125
97,2007-12-07,Atonement,30000000.0,50980159.0,129779728.0,en,12,6.6,1100,99779728.0,3.3259909333333333
97,2006-05-05,Wu ji,30000000.0,669625.0,35869934.0,en,12,6.6,1100,5869934.0,0.19566446666666668
97,2008-08-06,The Sisterhood of the Traveling Pants 2,27000000.0,44089964.0,44270131.0,en,12,6.6,1100,17270131.0,0.6396344814814815
97,1986-05-23,Cobra,25000000.0,49042224.0,49042224.0,en,12,6.6,1100,24042224.0,0.96168896
97,2019-03-15,Captive State,25000000.0,5958315.0,8993300.0,en,12,6.6,1100,-16006700.0,-0.640268
97,2013-06-28,Redemption,23000000.0,36686.0,13593473.0,en,12,6.6,1100,-9406527.0,-0.4089794347826087
97,1992-02-14,Wayne's World,20000000.0,121697323.0,183097323.0,en,12,6.6,1100,163097323.0,8.15486615
97,2008-09-19,My Best Friend's Girl,20000000.0,19219250.0,34787111.0,en,12,6.6,1100,14787111.0,0.73935555
97,2015-11-13,By the Sea,20000000.0,538460.0,3727746.0,en,12,6.6,1100,-16272254.0,-0.8136127
97,1984-06-29,Conan the Destroyer,18000000.0,26400000.0,26400000.0,en,12,6.6,1100,8400000.0,0.4666666666666667
97,1999-10-01,The Adventures of Elmo in Grouchland,17000000.0,11634458.0,11634458.0,en,12,6.6,1100,-5365542.0,-0.31562011764705883
97,2010-11-26,The Kingâs Speech,15000000.0,138797449.0,430821168.0,en,12,6.6,1100,415821168.0,27.7214112
97,1998-11-25,Home Fries,15000000.0,10513979.0,10513979.0,en,12,6.6,1100,-4486021.0,-0.2990680666666667
97,2006-05-05,An American Haunting,14000000.0,16298046.0,30443277.0,en,12,6.6,1100,16443277.0,1.1745197857142857
97,2010-03-26,Chloe,13000000.0,3075255.0,11831131.0,en,12,6.6,1100,-1168869.0,-0.089913
97,2017-07-14,Wish Upon,12000000.0,14301505.0,23477345.0,en,12,6.6,1100,11477345.0,0.9564454166666667
97,2004-11-12,Kinsey,11000000.0,10214647.0,17443529.0,en,12,6.6,1100,6443529.0,0.5857753636363636
97,2016-10-14,Kevin Hart: What Now?,10000000.0,23591043.0,23591043.0,en,12,6.6,1100,13591043.0,1.3591043
97,2008-04-04,My Blueberry Nights,10000000.0,866778.0,22198996.0,en,12,6.6,1100,12198996.0,1.2198996
97,2008-08-22,Hamlet 2,9000000.0,4886216.0,4934104.0,en,12,6.6,1100,-4065896.0,-0.45176622222222224
97,2011-04-29,Prom,8000000.0,10130219.0,10763183.0,en,12,6.6,1100,2763183.0,0.345397875
97,2008-02-14,"Definitely, Maybe",7000000.0,32241649.0,55617866.0,en,12,6.6,1100,48617866.0,6.945409428571429
97,2011-12-02,Shame,6500000.0,4002293.0,20412841.0,en,12,6.6,1100,13912841.0,2.1404370769230767
97,1996-08-02,Emma,5900000.0,22231658.0,37831658.0,en,12,6.6,1100,31931658.0,5.412145423728814
97,2001-08-31,O (Othello),5000000.0,16017403.0,16017403.0,en,12,6.6,1100,11017403.0,2.2034806
97,2015-12-31,Aztec Warrior,5000000.0,0.0,0.0,en,12,6.6,1100,-5000000.0,-1.0
97,2004-02-06,What the #$'! Do We Know,4000000.0,10941801.0,10941801.0,en,12,6.6,1100,6941801.0,1.73545025
97,2013-02-22,Dark Skies,3500000.0,17418667.0,27704111.0,en,12,6.6,1100,24204111.0,6.9154602857142855
97,1948-08-26,Red River,3000000.0,9012000.0,9012000.0,en,12,6.6,1100,6012000.0,2.004
97,1963-06-12,Donovan's Reef,2686000.0,6600000.0,6600000.0,en,12,6.6,1100,3914000.0,1.4571854058078928
97,2012-03-09,Silent House,2000000.0,12739737.0,16610760.0,en,12,6.6,1100,14610760.0,7.30538
97,2011-12-31,True Bromance,2000000.0,0.0,0.0,en,12,6.6,1100,-2000000.0,-1.0
97,2010-08-06,The Disappearance of Alice Creed,1500000.0,166980.0,1605139.0,en,12,6.6,1100,105139.0,0.07009266666666666
97,1986-09-26,Down by Law,1100000.0,1436000.0,1436000.0,en,12,6.6,1100,336000.0,0.3054545454545455
97,2015-05-15,Childless,1000000.0,1036.0,1036.0,en,12,6.6,1100,-998964.0,-0.998964
97,1933-04-07,King Kong,672000.0,10000000.0,10000650.0,en,12,6.6,1100,9328650.0,13.881919642857143
97,2006-08-11,Conversations with Other Women,450000.0,379418.0,1297745.0,en,12,6.6,1100,847745.0,1.8838777777777778
97,2014-04-11,Jesus People,250000.0,0.0,0.0,en,12,6.6,1100,-250000.0,-1.0
97,2015-03-25,Open Secret,100000.0,0.0,0.0,en,12,6.6,1100,-100000.0,-1.0
